PRODID	NAME
33512	Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл Калининградская фармфабрика
33513	Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл Тверская фармфабрика
33514	Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл Московская фармфабрика
33515	Камфорный спирт 10% р-р спирт.наружн. 10 % фл. 40 мл Новосибхимфарм
33516	Камфорный спирт 10% р-р спирт.наружн. 10 % фл. 40 мл Ирбитский химфармзавод
33517	Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл пач.картон. 1 УфаВита
33518	Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл Рудольф и семья
33519	Камфорный спирт 10% р-р спирт.наружн. 10 % фл. 40 мл пач.картон. 1 Новосибирская фармфабрика
33520	Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл Омская фармфабрика
33521	Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл Пермфармация
33522	Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл Курскфармация
33523	Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл пач.картон. 1 Биок - Курская биофабр
33524	Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 80 мл Кировская фармфабрика
33525	Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл Ватхэм-Фармация
33526	Камфорный спирт 10% р-р спирт.наружн. 10 % фл. 80 мл Ярославская фармфабрика
33527	Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл Кировская фармфабрика
33528	Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл Фитофарм-НН
33529	Камфорный спирт 10% р-р спирт.наружн. 10 % фл. 80 мл Екатеринбургская фармфабрика
33530	Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл Тульская фармфабрика
33531	Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 80 мл Копейская фармфабрика
33532	Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл Кемеровская фармфабрика
33533	Камфорный спирт 10% р-р спирт.наружн. 10 % фл. Фарм Капитал
33534	Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл Волгоградская фармфабрика
33535	Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл Астраханская фармфабрика
33536	Камфорный спирт 10% р-р спирт.наружн. 10 % фл. Владивостокская фармфабрика
33537	Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл Пятигорская фармфабрика
33538	Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 80 мл Волгоградская фармфабрика
33539	Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 40 мл Воронежфармация
33540	Камфорный спирт 10% р-р спирт.наружн. 10 % фл. Аффи
33541	Камфорный спирт 10% р-р спирт.наружн. 10 % фл.темн.стекл. 80 мл Красноярская фармфабрика
33542	Камфорный спирт 10% р-р спирт.наружн. 10 % фл. Вологодская фармфабрика
33543	Камфорный спирт 10% р-р спирт.наружн. 10 % фл. 40 мл Примула фармацевтическая компания
33545	Камфорный спирт 2% р-р спирт.наружн. 2 % фл. 40 мл Самарская фармфабрика
33546	Камфорный спирт 2% р-р спирт.наружн. 2 % фл. 40 мл Ростовская фармфабрика
33547	Камфорный спирт 2% р-р спирт.наружн. 2 % фл. 40 мл Рудольф и семья
33548	Камфорный спирт 2% р-р спирт.наружн. 2 % фл. 40 мл пач.картон. 1 Ростовская фармфабрика
33549	Камфорный спирт 2% р-р спирт.наружн. 2 % фл. 40 мл Асфарма
33550	Камфорный спирт 2% р-р спирт.наружн. 2 % фл. 40 мл Новосибирская фармфабрика
33551	Камфорный спирт 2% р-р спирт.наружн. 2 % фл. 50 мл Ай Си Эн Полифарм
33552	Камфорный спирт 2% р-р спирт.наружн. 2 % фл. 40 мл Московская фармфабрика
33553	Камфорный спирт 2% р-р спирт.наружн. 2 % Тверская фармфабрика
33554	Камфорный спирт 2% р-р спирт.наружн. 2 % Фитофарм-НН
33555	Камфорный спирт 2% р-р спирт.наружн. 2 % фл. 40 мл Ярославская фармфабрика
33556	Камфорный спирт 2% р-р спирт.наружн. 2 % фл. Фармспирт
33557	Камфорный спирт 2% р-р спирт.наружн. 2 % фл. 40 мл Юнифарм
33558	Камфорный спирт 2% р-р спирт.наружн. 2 % фл. 30 мл Ростовская фармфабрика
33559	Камфорный спирт 2% р-р спирт.наружн. 2 % Копейская фармфабрика
33560	Камфорный спирт 2% р-р спирт.наружн. 2 % фл. 40 мл Ивановская фармфабрика
33561	Камфорный спирт 2% р-р спирт.наружн. 2 % Астраханская фармфабрика
33562	Камфорный спирт 2% р-р спирт.наружн. 2 % фл. 40 мл Кировская фармфабрика
33563	Камфорный спирт 2% р-р спирт.наружн. 2 % Омская фармфабрика
33564	Камфорный спирт 2% р-р спирт.наружн. 2 % фл. 40 мл пач.картон. 1 Новосибирская фармфабрика
33566	Камфорный спирт и муравьиный спирт поровну р-р спирт.наружн. фл. 80 г Санкт-Петербургская фармфабрик
33567	Камфорный спирт и муравьиный спирт поровну р-р спирт.наружн. фл. 80 г Самарская фармфабрика
33568	Камфорный спирт и муравьиный спирт поровну р-р спирт.наружн. фл. 80 г Красноярская фармфабрика
33569	Камфорный спирт и муравьиный спирт поровну р-р спирт.наружн. фл. 80 г Краснодарская фармфабрика
33570	Камфорный спирт и муравьиный спирт поровну р-р спирт.наружн. фл. 80 г Вологодская фармфабрика
33571	Камфорный спирт и муравьиный спирт поровну р-р спирт.наружн. фл. 80 г Екатеринбургская фармфабрика
33572	Камфорный спирт и муравьиный спирт поровну р-р спирт.наружн. фл. 80 г Ивановская фармфабрика
33573	Камфорный спирт и муравьиный спирт поровну р-р спирт.наружн. фл. 80 г Тверская фармфабрика
33574	Камфорный спирт и муравьиный спирт поровну р-р спирт.наружн. фл. 80 г Чебоксарская фармфабрика
33576	Камфоры и салициловой кислоты раствор спиртовой р-р спирт.наружн. фл.темн.стекл. 50 мл Пятигорская ф
33577	Камфоры и салициловой кислоты раствор спиртовой р-р спирт.наружн. фл.темн.стекл. 50 мл Барнаульская
33578	Камфоры и салициловой кислоты раствор спиртовой р-р спирт.наружн. фл.темн.стекл. 50 мл Рудольф и сем
33579	Камфоры и салициловой кислоты раствор спиртовой р-р спирт.наружн. фл.темн.стекл. 50 мл Красноярская
33586	Камфоцин жидк.наружн. фл. 80 мл Пятигорская фармфабрика
33654	Канефрон H драже уп.контурн.яч. 20 пач.картон. 3 Bionorica
33655	Канефрон H драже уп.контурн.яч. 20 пач.картон. 6 Bionorica
33656	Канефрон H р-р для приема внутрь фл.-кап. 100 мл пач.картон. 1 Bionorica
34184	Кармолис капли для приема внутрь и д/наружн.прим. фл.-кап. 80 мл кор. 1 Dr. Schmidgall
34185	Кармолис капли для приема внутрь и д/наружн.прим. фл.-кап. 20 мл кор. 1 Dr. Schmidgall
34186	Кармолис капли для приема внутрь и д/наружн.прим. фл.-кап. 160 мл кор. 1 Dr. Schmidgall
34187	Кармолис капли для приема внутрь и д/наружн.прим. фл.-кап. 40 мл кор. 1 Dr. Schmidgall
34189	Кармолис жидкость р-р спирт.наружн. бут.ПЭ 250 мл [с капельн.] пач.картон. 1 Iromedica AG
34396	Катацел масса густая 20-100 г бан. Санкт-Петербургский НИИВС
34397	Катацел масса густая 20-100 г бан.п/пропилен. Санкт-Петербургский НИИВС
34398	Катацел масса густая 30-300 г туба Санкт-Петербургский НИИВС
34400	Катацел А паста 30-300 г туба кор. 1 Санкт-Петербургский НИИВС
34404	Катеджель с лидокаином гель наружн. шпр.разов. 12,5 г уп.контурн.яч. 1 Montavit
34405	Катеджель с лидокаином гель наружн. шпр.разов. 12,5 г уп.контурн.яч. 25 Montavit
34406	Катеджель с лидокаином гель наружн. шпр.разов. 12,5 г уп.контурн.яч. 5 Montavit
35018	Ким бальзам жидкий бальзам наружн. фл. 6 мл Sanofi Pharma
37578	Крем косметический для ног Пируэт крем д/ног бан. 50 г Рассвет
38452	Куриозин р-р наружн. 20,5 мг фл.-кап. 10 мл кор. 1 Gedeon Richter
38453	Куриозин гель наружн. 15,4 мг туба 15 г кор. 1 Gedeon Richter
38522	Лавандовый спирт р-р спирт.наружн. фл.темн.стекл. 50 мл Астраханская фармфабрика
38713	Лакрисин капли глазн. фл. 10 мл Galena a.s.
39227	Левовинизоль аэроз.наружн. бал.аэроз. 60 г [с нас.] Ай Си Эн Октябрь
39253	Левомицетин 2,5 г, борная кислота 1 г, спирт этиловый 70% до 100 мл р-р спирт.наружн. Красноярская ф
39254	Левомицетин 2,5 г, борная кислота 1 г, спирт этиловый 70% до 100 мл р-р спирт.наружн. фл.темн.стекл.
39255	Левомицетин 2,5 г, борная кислота 1 г, спирт этиловый 70% до 100 мл р-р спирт.наружн. фл.темн.стекл.
39256	Левомицетин 2,5 г, борная кислота 1 г, спирт этиловый 70% до 100 мл р-р спирт.наружн. фл.темн.стекл.
39257	Левомицетин 2,5 г, борная кислота 1 г, спирт этиловый 70% до 100 мл р-р спирт.наружн. Астраханская ф
39258	Левомицетин 2,5 г, борная кислота 1 г, спирт этиловый 70% до 100 мл р-р спирт.наружн. Владивостокска
39259	Левомицетин 2,5 г, борная кислота 1 г, спирт этиловый 70% до 100 мл р-р спирт.наружн. фл.темн.стекл.
39260	Левомицетин 2,5 г, борная кислота 1 г, спирт этиловый 70% до 100 мл р-р спирт.наружн. фл.темн.стекл.
39261	Левомицетин 2,5 г, борная кислота 1 г, спирт этиловый 70% до 100 мл р-р спирт.наружн. фл.темн.стекл.
39262	Левомицетин 2,5 г, борная кислота 1 г, спирт этиловый 70% до 100 мл р-р спирт.наружн. фл.темн.стекл.
39263	Левомицетин 2,5 г, борная кислота 1 г, спирт этиловый 70% до 100 мл р-р спирт.наружн. фл.темн.стекл.
39264	Левомицетин 2,5 г, борная кислота 1 г, спирт этиловый 70% до 100 мл р-р спирт.наружн. фл.темн.стекл.
39265	Левомицетин 2,5 г, борная кислота 1 г, спирт этиловый 70% до 100 мл р-р спирт.наружн. фл.темн.стекл.
39267	Левомицетин 5 г, салицилово-цинковая паста 95 г паста бан.темн.стекл. 25 г Пермфармация
39285	Левомицетина 2 г, новокаина 1 г, спирта этилового 70% до 100 мл р-р спирт.наружн. фл.темн.стекл. 10
39286	Левомицетина 2 г, новокаина 1 г, спирта этилового 70% до 100 мл р-р спирт.наружн. фл.темн.стекл. 25
39287	Левомицетина 2 г, новокаина 1 г, спирта этилового 70% до 100 мл р-р спирт.наружн. фл.темн.стекл. 40
39288	Левомицетина 2 г, новокаина 1 г, спирта этилового 70% до 100 мл р-р спирт.наружн. фл.темн.стекл. 25
39289	Левомицетина 2 г, новокаина 1 г, спирта этилового 70% до 100 мл р-р спирт.наружн. Красноярская фармф
39290	Левомицетина 2 г, новокаина 1 г, спирта этилового 70% до 100 мл р-р спирт.наружн. фл.темн.стекл. 25
39291	Левомицетина 2 г, новокаина 1 г, спирта этилового 70% до 100 мл р-р спирт.наружн. Самарская фармфабр
39867	Лигентен гель фл. 10 г [со шпр., нас.] пач.картон. 1 Брынцалов-А
40003	Лидохлор гель наружн. туба 10 г кор. 1 Unique
40049	Лизоплак гель стомат. фл. 250 мл Pierre Fabre Medicament Production
40331	Линимент бальзамический (по Вишневскому) линим. Калининградская фармфабрика
40332	Линимент бальзамический (по Вишневскому) линим. туба 25 г Тверская фармфабрика
40333	Линимент бальзамический (по Вишневскому) линим. туба 35 г пач.картон. 1 Московская фармфабрика
40334	Линимент бальзамический (по Вишневскому) линим. бан.темн.стекл. 25 г Биохимик
40335	Линимент бальзамический (по Вишневскому) линим. бан. 40 г Санитас
40336	Линимент бальзамический (по Вишневскому) линим. фл. 40 г Борщаговский химфармзавод
40337	Линимент бальзамический (по Вишневскому) линим. туба 40 г Санитас
40338	Линимент бальзамический (по Вишневскому) линим. бан. 100 г Фармакологическое объединение им. Пастера
40339	Линимент бальзамический (по Вишневскому) линим. бан. 40 г Лубныфарм
40340	Линимент бальзамический (по Вишневскому) линим. бан.темн.стекл. 25 г пач.картон. 1 Курскфармация
40341	Линимент бальзамический (по Вишневскому) линим. туба 40 г пач.картон. 1 Лубныфарм
40342	Линимент бальзамический (по Вишневскому) линим. бан.темн.стекл. 40 г Борисовский ЗМП
40343	Линимент бальзамический (по Вишневскому) линим. бан.темн.стекл. 40 г Дальхимфарм
40344	Линимент бальзамический (по Вишневскому) линим. бан.темн.стекл. 100 г Дальхимфарм
40345	Линимент бальзамический (по Вишневскому) линим. туба 30 г пач.картон. 1 Алтайвитамины
40346	Линимент бальзамический (по Вишневскому) линим. бан.темн.стекл. 50 г Дальхимфарм
40347	Линимент бальзамический (по Вишневскому) линим. фл. 25 г Борщаговский химфармзавод
40348	Линимент бальзамический (по Вишневскому) линим. бан.темн.стекл. 100 г Борисовский ЗМП
40349	Линимент бальзамический (по Вишневскому) линим. туба 30 г пач.картон. 1 Нижфарм
40350	Линимент бальзамический (по Вишневскому) линим. бан. 40 г Нижфарм
40351	Линимент бальзамический (по Вишневскому) линим. туба 25 г пач.картон. 1 Московская фармфабрика
40352	Линимент бальзамический (по Вишневскому) линим. Тульская фармфабрика
40353	Линимент бальзамический (по Вишневскому) линим. Екатеринбургская фармфабрика
40354	Линимент бальзамический (по Вишневскому) линим. бан.темн.стекл. 40 г Пермфармация
40355	Линимент бальзамический (по Вишневскому) линим. Копейская фармфабрика
40356	Линимент бальзамический (по Вишневскому) линим. Ижевская фармфабрика
40357	Линимент бальзамический (по Вишневскому) линим. Биологические исследования и системы
40358	Линимент бальзамический (по Вишневскому) линим. бан. 25 г Ярославская фармфабрика
40359	Линимент бальзамический (по Вишневскому) линим. бан.темн.стекл. 25 г Пермфармация
40360	Линимент бальзамический (по Вишневскому) линим. бан. 25 г Кемеровская фармфабрика
40361	Линимент бальзамический (по Вишневскому) линим. уп. 25 г Ивановская фармфабрика
40362	Линимент бальзамический (по Вишневскому) линим. бан. 40 г Ивановская фармфабрика
40363	Линимент бальзамический (по Вишневскому) линим. бан.темн.стекл. 40 г пач.картон. 1 Курскфармация
40364	Линимент бальзамический (по Вишневскому) линим. бан. 40 г Омская фармфабрика
40365	Линимент бальзамический (по Вишневскому) линим. бан. 25 г пач.картон. 1 Новосибирская фармфабрика
40366	Линимент бальзамический (по Вишневскому) линим. бан. 40 г Кировская фармфабрика
40367	Линимент бальзамический (по Вишневскому) линим. бан. 40 г Ласкрафт ЗАО
40368	Линимент бальзамический (по Вишневскому) линим. бан. 25 г пач.картон. 1 Ласкрафт ЗАО
40369	Линимент бальзамический (по Вишневскому) линим. бан.ПЭ 40 г пач.картон. 1 Ласкрафт ЗАО
40370	Линимент бальзамический (по Вишневскому) линим. бан. 25 г Ласкрафт ЗАО
40371	Линимент бальзамический (по Вишневскому) линим. бан.темн.стекл. 40 г пач.картон. 1 Московская фармфа
40372	Линимент бальзамический (по Вишневскому) линим. туба 30 г пач.картон. 1 Центрально-Европейская Фарма
40373	Линимент бальзамический (по Вишневскому) линим. бан. 25 г пач.картон. 1 Центрально-Европейская Фарма
40374	Линимент бальзамический (по Вишневскому) линим. бан.ПЭ 25 г пач.картон. 1 Ласкрафт ЗАО
40375	Линимент бальзамический (по Вишневскому) линим. фл. 25 г Фитофарм-НН
40376	Линимент бальзамический (по Вишневскому) линим. фл. 50 г Фитофарм-НН
40377	Линимент бальзамический (по Вишневскому) линим. бан.темн.стекл. 40 г Фитофарм-НН
40378	Линимент бальзамический (по Вишневскому) линим. Вестфарм
40379	Линимент бальзамический (по Вишневскому) линим. бан.ПЭ 25 г Ласкрафт ЗАО
40380	Линимент бальзамический (по Вишневскому) линим. СЭЗ-Фармгород
40381	Линимент бальзамический (по Вишневскому) линим. туба 30 г Зеленая Дубрава
40382	Линимент бальзамический (по Вишневскому) линим. Барнаульская фармфабрика
40383	Линимент бальзамический (по Вишневскому) линим. бан.темн.стекл. 25 г КазНИИтехфотопроект ПО "Тасма"
40384	Линимент бальзамический (по Вишневскому) линим. бан.темн.стекл. 40 г КазНИИтехфотопроект ПО "Тасма"
40385	Линимент бальзамический (по Вишневскому) линим. Бытхим
40386	Линимент бальзамический (по Вишневскому) линим. бан. 2000 г Краснодарская фармфабрика
40387	Линимент бальзамический (по Вишневскому) линим. бан. 100 г Краснодарская фармфабрика
40388	Линимент бальзамический (по Вишневскому) линим. туба 30 г Краснодарская фармфабрика
40389	Линимент бальзамический (по Вишневскому) линим. туба 30 г Союз фармацевтов Азербайджана
40390	Линимент бальзамический (по Вишневскому) линим. туба 30 г пач.картон. 1 Санкт-Петербургский НИИВС
40391	Линимент бальзамический (по Вишневскому) линим. Самарская фармфабрика
40392	Линимент бальзамический (по Вишневскому) линим. туба 40 г пач.картон. 1 Московская фармфабрика
40393	Линимент бальзамический (по Вишневскому) линим. Синтез АКО
40394	Линимент бальзамический (по Вишневскому) линим. 40 г Санкт-Петербургская фармфабрика
40395	Линимент бальзамический (по Вишневскому) линим. 100 г Санкт-Петербургская фармфабрика
40396	Линимент бальзамический (по Вишневскому) линим. Ростовская фармфабрика
40397	Линимент бальзамический (по Вишневскому) линим. бан. 100 г Покровский завод биопрепаратов
40398	Линимент бальзамический (по Вишневскому) линим. бан.темн.стекл. 40 г Астраханская фармфабрика
40399	Линимент бальзамический (по Вишневскому) линим. бан. 40 г Владивостокская фармфабрика
40400	Линимент бальзамический (по Вишневскому) линим. бан. 25 г Волгоградская фармфабрика
40401	Линимент бальзамический (по Вишневскому) линим. бан.темн.стекл. 40 г пач.картон. 1 Воронежфармация
40402	Линимент бальзамический (по Вишневскому) линим. бан. 40 г Вологодская фармфабрика
40403	Линимент бальзамический (по Вишневскому) линим. бан. 40 г Волгоградская фармфабрика
40404	Линимент бальзамический (по Вишневскому) линим. бан. 40 г Красноярская фармфабрика
40405	Линимент бальзамический (по Вишневскому) линим. бан. 1000 г Краснодарская фармфабрика
40406	Линимент бальзамический (по Вишневскому) линим. бан. 25 г Краснодарская фармфабрика
40407	Линимент бальзамический (по Вишневскому) линим. бан.темн.стекл. 40 г пач.картон. 1 Краснодарская фар
40408	Линимент бальзамический (по Вишневскому) линим. бан. 50 г Краснодарская фармфабрика
40409	Линимент бальзамический (по Вишневскому) линим. туба 40 г Краснодарская фармфабрика
40410	Линимент бальзамический (по Вишневскому) линим. туба 35 г Краснодарская фармфабрика
40411	Линимент бальзамический (по Вишневскому) линим. бид. 15 кг Краснодарская фармфабрика
40412	Линимент бальзамический (по Вишневскому) линим. бан. 2000 г бум. 1 Нижфарм
40413	Линимент бальзамический (по Вишневскому) линим. туба алюм. 40 г пач.картон. 1 Омская фармфабрика
40414	Линимент бальзамический (по Вишневскому) линим. бан. 25 г пач.картон. 1 Пятигорская фармфабрика
41406	Лютенурин субст.
41408	Лютенурина шарики 0,003 г супп.ваг. 3 мг уп.контурн.б/яч.
41578	Магния перекись пор.
41748	Маклейи трава лек.раст.сырье
42059	Маркалакт пор. для приема внутрь пак. 100 г кор. 1 PASCOE Naturmedizin
42060	Маркалакт пор. для приема внутрь пак. 300 г кор. 1 PASCOE Naturmedizin
43745	Ментоклар капли д/ингал. фл.-кап. 50 мл [с ингал.] кор. 1 Lek
43746	Ментоклар капли д/ингал. фл.-кап. 50 мл кор. 1 Lek
43747	Ментоклар гель туба алюм. 50 г кор. 1 Lek
43748	Ментоклар аэроз.ингал. ингал.карм. Lek
43783	Ментола раствор спиртовой р-р спирт.наружн. 1 % фл. 10 мл Копейская фармфабрика
43784	Ментола раствор спиртовой р-р спирт.наружн. 2 % фл. 10 мл Копейская фармфабрика
43785	Ментола раствор спиртовой р-р спирт.наружн. 2 % фл. 10 мл Фитофарм-НН
43786	Ментола раствор спиртовой р-р спирт.наружн. 1 % фл. 10 мл Фитофарм-НН
43787	Ментола раствор спиртовой р-р спирт.наружн. 1 % фл. 10 мл Рудольф и семья
43788	Ментола раствор спиртовой р-р спирт.наружн. 2 % фл. 10 мл Рудольф и семья
43789	Ментола раствор спиртовой р-р спирт.наружн. 2 % фл. 10 мл Краснодарская фармфабрика
43790	Ментола раствор спиртовой р-р спирт.наружн. 2 % фл.-кап. 10 мл Краснодарская фармфабрика
43791	Ментола раствор спиртовой р-р спирт.наружн. 1 % фл. 10 мл Владивостокская фармфабрика
43792	Ментола раствор спиртовой р-р спирт.наружн. 2 % фл. 10 мл Владивостокская фармфабрика
43793	Ментола раствор спиртовой р-р спирт.наружн. 1 % фл. 10 мл Красноярская фармфабрика
43794	Ментола раствор спиртовой р-р спирт.наружн. 2 % фл. 10 мл Красноярская фармфабрика
43795	Ментола раствор спиртовой р-р спирт.наружн. 1 % фл. 10 мл Ростовская фармфабрика
43796	Ментола раствор спиртовой р-р спирт.наружн. 2 % фл. 10 мл Ростовская фармфабрика
43797	Ментола раствор спиртовой р-р спирт.наружн. 1 % фл. 10 мл Самарская фармфабрика
43798	Ментола раствор спиртовой р-р спирт.наружн. 2 % фл. 10 мл Самарская фармфабрика
43799	Ментола раствор спиртовой р-р спирт.наружн. 1 % фл.темн.стекл. 10 мл пач.картон. 1 Краснодарская фар
43800	Ментола раствор спиртовой р-р спирт.наружн. 1 % фл.-кап. 10 мл Краснодарская фармфабрика
43801	Ментола раствор спиртовой р-р спирт.наружн. 1 % фл. 10 мл Барнаульская фармфабрика
43802	Ментола раствор спиртовой р-р спирт.наружн. 2 % фл. 10 мл Барнаульская фармфабрика
43803	Ментола раствор спиртовой р-р спирт.наружн. 1 % фл. 10 мл пач.картон. 1 Новосибирская фармфабрика
43804	Ментола раствор спиртовой р-р спирт.наружн. 2 % фл. 10 мл пач.картон. 1 Новосибирская фармфабрика
43805	Ментола раствор спиртовой р-р спирт.наружн. 1 % фл. 10 мл Кировская фармфабрика
43806	Ментола раствор спиртовой р-р спирт.наружн. 2 % фл. 10 мл Кировская фармфабрика
43807	Ментола раствор спиртовой р-р спирт.наружн. 1 % фл. 10 мл Екатеринбургская фармфабрика
43808	Ментола раствор спиртовой р-р спирт.наружн. 2 % фл. 10 мл Екатеринбургская фармфабрика
43809	Ментола раствор спиртовой р-р спирт.наружн. 1 % фл. 10 мл Омская фармфабрика
43810	Ментола раствор спиртовой р-р спирт.наружн. 2 % фл. 10 мл Омская фармфабрика
43811	Ментола раствор спиртовой р-р спирт.наружн. 1 % фл. 10 мл Астраханская фармфабрика
43812	Ментола раствор спиртовой р-р спирт.наружн. 2 % фл. 10 мл Астраханская фармфабрика
43813	Ментола раствор спиртовой р-р спирт.наружн. 1 % фл. 10 мл Пятигорская фармфабрика
43814	Ментола раствор спиртовой р-р спирт.наружн. 2 % фл. 10 мл Пятигорская фармфабрика
43815	Ментола раствор спиртовой р-р спирт.наружн. 1 % фл. 10 мл Волгоградская фармфабрика
43816	Ментола раствор спиртовой р-р спирт.наружн. 2 % фл. 10 мл Вологодская фармфабрика
43817	Ментола раствор спиртовой р-р спирт.наружн. 1 % фл. 10 мл Вологодская фармфабрика
43818	Ментола раствор спиртовой р-р спирт.наружн. 2 % фл. 10 мл Волгоградская фармфабрика
44038	Метиленовый синий р-р местн. 1 % фл.темн.стекл. 25 мл Тверская фармфабрика
44039	Метиленовый синий субст.крист.
44287	Метрогил Дента гель д/десен 10 мг/г туба 10 г кор. 1 Unique
44288	Метрогил Дента гель д/десен 10 мг/г туба 5 г кор. 1 Unique
44289	Метрогил Дента гель д/десен 10 мг/г туба 50 г кор. 1 Unique
44290	Метрогил Дента гель д/десен 10 мг/г туба 30 г кор. 1 Unique
44291	Метрогил Дента гель д/десен 10 мг/г туба 20 г кор. 1 Unique
46114	Мыльный спирт р-р спирт.наружн. Екатеринбургская фармфабрика
46115	Мыльный спирт р-р спирт.наружн. бут. 9 кг Краснодарская фармфабрика
46116	Мыльный спирт р-р спирт.наружн. Дальхимфарм
46117	Мыльный спирт р-р спирт.наружн. бут. 19 кг Краснодарская фармфабрика
46118	Мыльный спирт р-р спирт.наружн. Астраханская фармфабрика
47467	Натрия гипохлорита для инъекций раствор 0,06% р-р д/ин. 0,06 % фл. 400 мл НИИ физико-химической меди
47740	Натрия уснината 0,5% и анестезина 2% раствор в масле р-р масл.
50060	Ноготки лекарственные настойка матр. фл. 5 л Laboratories Dolisos
50061	Ноготки лекарственные субст.
50062	Ноготки лекарственные настойка матр. фл. 1 л Laboratories Dolisos
50063	Ноготки лекарственные настойка матр. фл. 125 мл Laboratories Dolisos
50064	Ноготки лекарственные настойка матр. фл. 30 мл Laboratories Dolisos
50065	Ноготки лекарственные настойка матр. фл. 250 мл Laboratories Dolisos
50066	Ноготки лекарственные настойка матр. фл. 10 л Laboratories Dolisos
50067	Ноготки лекарственные настойка матр. фл. 60 мл Laboratories Dolisos
50069	Ноготков цветки цветки пак.бум. 50 г пач.картон. 1 Сафо ОФЦ
50070	Ноготков цветки цветки пак.бум. 35 г пач.картон. 1 Сафо ОФЦ
50071	Ноготков цветки цветки пак.бум. 25 г пач.картон. 1 Сафо ОФЦ
50072	Ноготков цветки цветки пак.бум. 100 г пач.картон. 1 Сафо ОФЦ
50073	Ноготков цветки цветки пак.бум. 30 г пач.картон. 1 Сафо ОФЦ
50074	Ноготков цветки цветки пак.бум. 25 г пач.картон. 1 Фитомаг ООО
50075	Ноготков цветки цветки пак.бум. 30 г пач.картон. 1 Красногорсклексредства
50076	Ноготков цветки цветки фильтр-пак. 1,5 г пач.картон. 10 Сафо ОФЦ
50077	Ноготков цветки цветки пак.бум. 75 г пач.картон. 1 Фитомаг ООО
50078	Ноготков цветки цветки фильтр-пак. 1,5 г пач.картон. 10 Красногорсклексредства
50079	Ноготков цветки цветки пак.бум. 50 г пач.картон. 1 Фито-Бот
50080	Ноготков цветки цветки фильтр-пак. 1,5 г пач.картон. 20 Красногорсклексредства
50081	Ноготков цветки цветки пак.бум. 50 г пач.картон. 1 Фито-ЭМ аграрно-промышленная компания
50082	Ноготков цветки цветки пак.бум. 50 г пач.картон. 1 Травник
50083	Ноготков цветки цветки пак.бум. 50 г пач.картон. 1 Сибирские Лекарственные Средства
50084	Ноготков цветки цветки пак.бум. 75 г пач.картон. 1 Сафо ОФЦ
50085	Ноготков цветки цветки пак.бум. 50 г пач.картон. 1 Старт-Фито
50086	Ноготков цветки цветки пак.бум. 50 г пач.картон. 1 СОиК
50087	Ноготков цветки цветки пак.бум. 50 г пач.картон. 1 Ярославская фармфабрика
50088	Ноготков цветки цветки пак.бум. 50 г пач.картон. 1 Екатеринбургская фармфабрика
50089	Ноготков цветки цветки пак.бум. 50 г пач.картон. 1 Пермфармация
50090	Ноготков цветки цветки пак.бум. 40 г пач.картон. 1 Лек С фирма
50091	Ноготков цветки цветки пак.бум. 50 г пач.картон. 1 Тульская фармфабрика
50092	Ноготков цветки цветки пак.бум. 100 г пач.картон. 1 Омская фармфабрика
50093	Ноготков цветки цветки пак.бум. 50 г пач.картон. 1 Омская фармфабрика
50094	Ноготков цветки цветки пак.бум. 25 г пач.картон. 1 Авентин-Экохелп
50095	Ноготков цветки цветки пак.бум. 50 г пач.картон. 1 Энси
50096	Ноготков цветки цветки пак.бум. 75 г пач.картон. 1 Омская фармфабрика
50097	Ноготков цветки цветки пак.бум. 50 г пач.картон. 1 Копейская фармфабрика
50098	Ноготков цветки цветки пак.бум. 50 г пач.картон. 1 Асфарма
50099	Ноготков цветки цветки пак.бум. 100 г пач.картон. 1 Фитомаг ООО
50100	Ноготков цветки цветки пак.бум. 35 г пач.картон. 1 Фитомаг ООО
